encoded, decoded, type
2419, cheech_marin, director
2420, marek_kanievska, director
2421, donald_wrye, director
2422, tommy_chong, director
2423, basil_gelpke_ray_mccormack, director
2424, blair_treu, director
2425, jack_hill, director
2427, tom_ropelewski, director
2428, sidney_furie, director
2429, frank-nissen, director
2430, craig_lucas, director
2431, michael_mayer_vi, director
2432, matt_maiellaro, director
2435, robert_kurtzman, director
2436, hyungrae_shim, director
2437, 1144150-fred_wolf, director
2438, kazuya_tsurumaki, director
2442, alex_de_la_iglesia, director
2443, jeff_burr, director
2444, jim_malone, director
2445, eric_weston, director
2446, kevin_s_tenney, director
2447, frank_henenlotter, director
2448, 364630944, director
2449, joe_may, director
2450, stewart_raffill, director
2451, gerd_oswald, director
2452, 1069433-robert_young, director
2453, jack_starrett, director
2454, dario_argento, director
2456, bertrand_tavernier, director
2457, fred_savage, director
2459, holly_goldberg_sloan, director
2460, robert_lepage, director
2461, michael_lindsayhogg, director
2462, 1046415-alan_jacobs, director
2463, joshua_brand, director
2464, darnell_martin, director
2465, richard_rush, director
2466, ake-sandgren, director
2467, reb_braddock, director
2468, vic_armstrong_ii, director
2469, rich_wilkes, director
2470, anjelicahuston, director
2471, e_max_frye, director
2472, duncan_mclachlan, director
2473, sandy_tung, director
2474, matthew_harrison, director
2475, david_veloz, director
2476, 1044270-john_harrison, director
2477, maya_angelou, director
2478, michael_powell, director
2479, adam_bernstein, director
2480, gary_sherman, director
2481, jeff_abugov, director
2482, charles_vidor, director
2483, daniel_pyne, director
2484, aileen-ritchie, director
2485, darrel_james_roodt, director
2486, valerie_breiman, director
2487, dein-perry, director
2488, edgarulmer, director
2489, euzhan_palcy, director
2490, graeme_clifford, director
2491, robert_bierman, director
2492, lucile_hadzihalilovic, director
2493, pravin_kanth, director
2494, alan_gibson, director
2495, william_sachs, director
2496, lasse_aberg, director
2497, charles_haid, director
2498, andy_wolk, director
2499, chris_ver_wiel, director
2500, franco_amurri, director
2501, hans_iveberg, director
2502, yves_robert, director
2503, dan_hoskins, director
2504, jonas_cornell, director
2505, thaddeus_osullivan, director
2506, mikael_ekman, director
2507, 1041809-james_hill, director
2508, stan_lathan, director
2509, bob_swaim, director
2510, daniele_thompson, director
2511, michael_steinberg, director
2512, gavin-grazer, director
2513, michael_karbelnikoff, director
2514, aaron-blaise, director
2515, tom_mankiewicz, director
2516, brian_goodman, director
2517, david_green, director
2518, damian_nieman, director
2519, lasse_spang_olsen, director
2520, david_jones_ii, director
2521, 1187422-rupert_wyatt, director
2523, gerard_lauzier, director
2524, jonathan-prince, director
2525, _0176699, director
2526, niels_mueller, director
2527, jeanclaude-lauzon, director
2528, taika-cohen, director
2530, todd_holland, director
2531, masami-hata, director
2532, _0512052, director
2533, jason_priestley, director
2534, chris_hegedus, director
2535, stephanie-black, director
2536, _0831321, director
2537, nick_hamm, director
2538, joshua_white, director
2539, matthew_ocallaghan, director
2540, hunter_richards, director
2543, laurence_malkin, director
2544, rouben_mamoulian, director
2545, albert_lewin, director
2547, gilbert_adler, director
2550, gregory_nava, director
2551, vincent_jay_miller, director
2552, pablo_trapero, director
2553, imogen_kimmel, director
2554, antonio_hernandez, director
2555, jae_young_kwak, director
2556, james-yukich, director
2557, trent-cooper, director
2558, gela_babluani, director
2559, john_r_leonetti, director
2560, simon_brand, director
2561, marcel_langenegger, director
2562, 1033700-henry_miller, director
2563, jeffrey_nachmanoff, director
2565, george_w_george, director
2566, nagisa_oshima, director
2568, jeb_stuart, director
2569, jordan_brady, director
2570, jez_butterworth, director
2571, ed_solomon, director
2572, linda_mendoza, director
2573, rob_schmidt, director
2574, tony_cinciripini, director
2575, ji_woon_kim, director
2576, michael_spierig, director
2577, michael_dowse, director
2578, mark_rosman, director
2579, jeremy_haft, director
2581, bill_bennett, director
2582, 1146513-tim_reid, director
2583, mort_ransen, director
2584, eric_schaeffer, director
2585, michael_austin, director
2586, vern-oakley, director
2587, pen_densham, director
2588, scott_winant, director
2589, robert_m_young, director
2590, david_swift_ii, director
2591, craig_rosenberg, director
2592, nancy_meckler, director
2593, agnes_merlet, director
2594, blythe_danner, director
2595, bigas_luna, director
2596, sarah_kernochan, director
2597, william_nicholson, director
2598, mark_johnson, director
2599, ulu_grosbard, director
2600, carlos_saura, director
2601, gillies-mackinnon, director
2602, paul_quinn, director
2603, gary_sinyor, director
2604, _0305054, director
2605, eric-styles, director
2606, george_bowers, director
2607, mark_piznarski, director
2608, morton_dacosta, director
2609, lisa_krueger, director
2610, peter_m_cohen, director
2611, greg_harrison, director
2612, terence_davies, director
2613, amy_holden_jones, director
2614, _0201304, director
2615, delbert_mann, director
2616, alan_alda, director
2617, bob_dolman, director
2618, thomas_michael_donnelly, director
2619, jonathan_wacks, director
2620, matthew_irmas, director
2621, peter_markle, director
2622, paul_wendkos, director
2623, richard_rich, director
2624, trevor_moore, director
2625, jeanpaul_rappeneau, director
2626, mel_damski, director
2627, julian_fellowes, director
2628, gaby_dellal, director
2629, jim_hanon_ii, director
2630, mennan-yapo, director
2631, jesse_peretz, director
2632, justin_theroux, director
2633, finn_taylor, director
2634, mariejeanne_pascal, director
2635, hiroyuki_yamaga, director
2636, sam_pillsbury, director
2637, michael_haussman, director
2638, steven_schachter, director
2640, darrell_roodt, director
2641, diane_keaton, director
2642, desmond_nakano, director
2643, gerard_corbiau, director
2644, robert_allan_ackerman, director
2645, tim_hunter, director
2646, richard_pearce, director
2647, charles_matthau, director
2648, frank_borzage, director
2649, matthew_broderick, director
2650, al_pacino, director
2651, michael_ray_rhodes, director
2652, jerry_zaks, director
2653, peter_davis, director
2654, richard_friedenberg, director
2655, peter_masterson, director
2656, xavier_koller, director
2657, susanna_styron, director
2658, pat_oconner, director
2659, john_turturro, director
2660, rubi_zack, director
2661, paul_newman, director
2662, courtney_hunt, director
2663, 1036678-tom_moore, director
2664, christina_andreef, director
2665, alison_maclean, director
2666, ann_hu, director
2667, joe_mantegna, director
2668, thomas_bezucha, director
2669, douglas_sirk, director
2670, frank_laloggia, director
2671, jeanclaude_lord, director
2672, maria_ripoll, director
2673, mark_jonathan_harris, director
2674, _0001555, director
2675, elizabeth_pena, director
2676, billy_morrissette, director
2677, arliss_howard, director
2678, 1143213-paul_cox, director
2679, edoardo_ponti, director
2680, paul_justman, director
2681, arnaud_desplechin, director
2682, doug_mcgrath, director
2683, danny_huston, director
2684, karen_moncrieff, director
2685, andrew_v_mclaglen, director
2686, russ_meyer, director
2687, clive_donner, director
2688, marcel_camus, director
2689, tom_gilroy, director
2690, henry_levin, director
2691, armand_mastroianni, director
2692, dagmar_schindel_hildebrad, director
2693, ram_sathya, director
2694, mihalis_kakogiannis, director
2695, brent_maddock, director
2696, anatole_litvak, director
2697, reverge_anselmo, director
2698, jack-haley-jr, director
2699, ekachai_uekrongtham, director
2700, norman_taurog, director
2701, simon_callow, director
2702, bahman_ghobadi, director
2703, 1059518-alexander_hall, director
2704, campbell_scott, director
2705, cate_shortland, director
2706, _0172877, director
2707, kenta_fukasaku, director
2708, charlie_kaufman, director
2710, john-robert-hoffman, director
2712, gary-goddard, director
2713, dmitri_vasilyev, director
2716, 1181454-bryan_bertino, director
2717, _0131064, director
2718, norio_tsuruta, director
2720, nikita_mikhalkov, director
2721, 377794703, director
2722, anders_w_berthelsen, director
2723, danis_tanovic, director
2727, norman_mcleod, director
2728, jose_luis_cuerda, director
2730, jordan_susman, director
2731, richard_c_sarafian, director
2736, alexander_mackendrick, director
2737, satyajit_ray, director
2738, daniel_taplitz, director
2739, tony-piccirillo, director
2740, 1181728-eric_valette, director
2741, carter_smith, director
2742, marc-schoelermann, director
2744, richard_tuggle, director
2746, _0971919, director
2748, sean_mcnamara, director
2749, tiffanie_debartolo, director
2750, 1147933-ryuhei_kitamura, director
2751, peter_avanzino, director
2752, simon_hunter, director
2754, phillip_borsos, director
2755, herb_gardner, director
2756, bryan_spicer, director
2757, charles_sturridge, director
2758, sanjay-gadhavi, director
2759, 1010653-david_miller, director
2760, edward_ludwig, director
2761, sam_wanamaker, director
2762, charles_barton, director
2763, james_algar_and_clyde_geronimi, director
2764, howard_e_baker, director
2765, paul_donovan, director
2766, gillian_grisman, director
2767, melville_shavelson, director
2768, victor_schertzinger, director
2769, emeric_pressburger, director
2770, ian_sharp, director
2771, 1041041-larry_cohen, director
2772, elliot_silverstein, director
2773, walter_grauman, director
2774, 1050543-jeremy_thomas, director
2775, harley_cokeliss, director
2776, alan_rafkin, director
2777, james_b_harris, director
2778, james_orr, director
2779, hal_walker, director
2780, _0587706, director
2781, norman_z_mcleod, director
2782, david_monahan, director
2783, george_pal, director
2784, will-vinton, director
2785, james_d_scurlock, director
2786, dick_powell, director
2787, 1042605-richard_murphy, director
2788, tonino_vale_ii, director
2789, john_wayne, director
2790, david_duchovny, director
2791, john_farrow, director
2792, david-von-ancken, director
2794, robert_diaz_leroy, director
2795, joseph_h_lewis, director
2798, annette-haywoodcarter, director
2799, frank_whaley, director
2800, antonio_banderas, director
2801, edet_belzberg, director
2802, alex_smith, director
2803, _0577332, director
2806, doug_mchenry, director
2808, geoff_burton, director
2809, chris-newby, director
2810, youngyooth_thongkonthun, director
2811, roberto_rossellini, director
2812, alastair_fothergill, director
2813, ralph_thomas, director
2814, david_jacobson, director
2816, adam_curtis, director
2817, michael_gornick, director
2818, rupert_julian, director
2819, daniel_attias, director
2820, olivier_dahan, director
2823, john_allison, director
2824, william_asher, director
2825, jerry_london, director
2826, richard_greenberg, director
2827, 1028754-tom_kennedy, director
2828, valentine_davies, director
2829, irving_reis, director
2831, robert-downey-sr, director
2833, sr_bindler, director
2834, george_mendeluk, director
2835, claude_lanzmann, director
2836, thomas_riedelsheimer, director
2837, alain_corneau, director
2843, gary_oldman, director
2844, jun_falkenstein, director
2845, _0326161, director
2846, richard_w_haines, director
2847, michael_herz, director
2848, james_glickenhaus, director
2849, steno, director
2850, george_sidney_ii, director
2851, albert_magnoli, director
2852, david_lane, director
2853, prince, director
2854, eric_louzil, director
2855, andy_garcia, director
2856, brian_w_cook, director
2860, moonsang_kim, director
2861, elio-petri, director
2862, jean_vigo, director
2864, kristian_levring, director
2865, _0684509, director
2866, jeanfrancois_brunet, director
2867, pan_nalin, director
2868, yuri_mamin, director
2869, peggy_holmes, director
2871, michael_traeger, director
2872, damiano_damiani, director
2873, sarah_kelly, director
2874, peter_george, director
2875, charles_mccracken_ii, director
2876, albert_pyun, director
2877, paul_dinello, director
2879, william_porter, director
2880, thomas_j_wright, director
2882, jeff_bleckner, director
2883, gil-cates-jr, director
2884, seth_kearsley, director
2885, tom_decerchio, director
2886, rose_troche, director
2887, mark_dornford_may, director
2888, elaine_may, director
2889, bud_yorkin, director
2890, _0005789, director
2891, eric_bross, director
2892, gilbert_cates, director
2893, _0523310, director
2894, peter_israelson, director
2895, rod_hardy, director
2896, robert_c_cooper, director
2897, saul_dibb, director
2898, graham_kitchener, director
2900, ryosuke_takahashi, director
2901, jonas_pate, director
2902, j_s_cardone, director
2903, oxide_pang_chun, director
2904, steven_seagal, director
2905, chris_sivertson, director
2910, robert_wiene, director
2911, jean_cocteau, director
2915, marcel_carne, director
2916, charles_crichton, director
2918, josiane_balasko, director
2919, 1045365-mark_rappaport, director
2920, anthony_asquith, director
2921, jean-bach, director
2922, yin_li, director
2923, leon_ichaso, director
2924, _0414302, director
2925, bill_whelan, director
2926, manoel_deoliveira, director
2927, lina-wertmuller, director
2928, ferzan_ozpetek, director
2929, wu_tianming, director
2930, tony_bui, director
2931, christian_nyby, director
2932, _0488108, director
2933, _0898603, director
2934, eugenio_martin, director
2935, kon_ichikawa, director
2936, barbara_sonneborn, director
2937, benito_zambrano, director
2938, _0880521, director
2939, mario_monicelli, director
2940, don_abernathy, director
2941, sergio_corbucci, director
2942, elmar-klos, director
2944, josef_von_sternberg, director
2945, elliott_nugent, director
2946, robert_rosen, director
2947, 1180692-julie_gavras, director
2948, andrzej_wajda, director
2949, paolo_taviani, director
2950, monte_hellman, director
2951, karen_everett, director
2952, lucas_belvaux, director
2953, pier_paolo_pasolini, director
2954, vladimir_michalek, director
2955, helen_stickler, director
2956, jeff_bates, director
2957, kim-bartley, director
2958, zhuangzhuang_tian, director
2959, jonathan-karsh, director
2960, joan_churchill, director
2961, nuri_bilge_ceylan, director
2963, mark_kitchell, director
2964, thanit_jitnukul, director
2965, walter_ruttmann, director
2966, sam_green, director
2967, charles_jarrott, director
2968, tony_gatlif, director
2969, jerry-schatzberg, director
2970, john_m_stahl, director
2971, david_l_cunningham, director
2972, laurent_cantet, director
2973, buster_keaton, director
2974, peter_glenville, director
2975, nicholas-hope, director
2976, michel-ocelot, director
2977, khalo_matabane, director
2978, byambasuren-davaa, director
2979, andres_wood, director
2981, ousmane_sembene, director
2983, kihachi_okamoto, director
2984, dennis_gansel, director
2985, robert_florey, director
2986, jun_ichikawa, director
2987, emmanuel_carrere, director
2988, albert_lamorisse, director
2989, 1180369-jens_lien, director
2991, clay_borris, director
2992, ruggero_deodato, director
2994, ray-muller, director
2995, geoffrey_wright, director
2996, rene_clement, director
2997, neil_abramson, director
2998, glen_pitre, director
2999, craig_schlattman, director
3000, goran_paskaljevic, director
3002, 1074237-hampton_fancher, director
3003, harmony_korine, director
3004, claudia_carey, director
3005, tom_laughlin, director
3006, raoul_peck, director
3007, joseph_losey, director
3008, john_bailey, director
3009, jean_de_segonzac, director
3010, henry_jaglom, director
3011, hilary_birmingham, director
3012, nicolas_cage, director
3013, john_boulting, director
3014, john_d_hancock, director
3015, leonard_kastle, director
3016, luchino_visconti, director
3017, george_englund, director
3018, gilles_mimouni, director
3019, eric_byler, director
3020, _0343522, director
3021, michael_burke, director
3022, laurence_olivier, director
3023, ermanno_olmi, director
3024, larry_peerce, director
3025, jack_lemmon, director
3026, jordan_roberts, director
3027, david_ogden_stiers, director
3028, zak_penn, director
3029, _0649096, director
3030, chris_terrio, director
3031, tom_kalin, director
3033, _0337529, director
3034, hans_alfredson, director
3035, vilgot_sjoman, director
3036, johnathan_demme, director
3038, jonathan_kesselman, director
3039, jose_padilha, director
3041, jacques_demy, director
3042, pat_proft, director
3043, charles_dutton, director
3044, david_steinberg, director
3045, gary_weis, director
3046, ken-shapiro, director
3047, menno_meyjes, director
3048, michael_petroni_ii, director
3049, aj-schnack, director
3050, scott_hamilton_kennedy, director
3051, shohei_imamura, director
3052, nicholas_kazan, director
3053, byron_haskin, director
3054, dalton_trumbo, director
3055, robert_b_weide, director
3057, pochih_leong, director
3058, 1151855-joseph_kahn, director
3059, jeff_nathanson, director
3060, mark_mylod, director
3062, erik_canuel, director
3065, frank_r_strayer, director
3066, richard_friedman, director
3068, jack-baxter, director
3069, _0402383, director
3070, iara_lee, director
3071, _0064600, director
3072, thomas_k_avildsen, director
3074, _0365311, director
3076, 1047603-david_parker, director
3077, brad_mirman, director
3078, richard_shepard, director
3079, olivier_megaton, director
3080, charles_burnett, director
3081, kayo-hatta, director
3082, cyril_collard, director
3083, cheolsu-park, director
3084, tran_anh_hung, director
3085, sergey_bodrov, director
3086, farrah_fawcett, director
3087, eliseo_subiela, director
3088, cicely_tyson, director
3089, darlanne_fluegel, director
3090, eric-valli, director
3091, christopher_crowe, director
3092, lamont_johnson, director
3093, tsai-mingliang, director
3094, john_berry, director
3095, william_cameron_menzies, director
3096, ryu_murakami, director
3097, william_gazecki, director
3098, chatrichalerm_yukoi, director
3099, john_korty, director
3100, daryl_duke, director
3101, russ_mayberry, director
3102, 1001975-richard_brooks, director
3103, fengliang_yang, director
3105, anne_wheeler, director
3106, jerzy_hoffman, director
3107, _0523821, director
3109, jack_baran, director
3110, art_clokey, director
3111, cm-talkington, director
3112, kevin_james_dobson, director
3113, norman_foster, director
3114, norman_ferguson, director
3115, paul_miller, director
3116, dana_lustig, director
3117, charlie_peters, director
3118, barnet_kellman, director
3119, bruce_pittman, director
3120, jeff_blyth, director
3121, walt_disney, director
3122, alan_cohn, director
3123, evan-dunsky, director
3124, bruce_mcdonald, director
3125, rodney_amateau, director
3126, menghwa_ho, director
3127, jeff_franklin, director
3128, robert_ellis_miller, director
3129, winston_hibler, director
3130, dick_zondag, director
3131, bill_l_norton, director
3132, yuri_zeltser, director
3133, britt_allcroft, director
3134, _0952569, director
3135, larry_fessenden, director
3136, roman_coppola, director
3137, tuck-tucker, director
3138, _0783676, director
3139, dale_schott, director
3140, 1144588-peter_mattei, director
3141, robert_dalva, director
3142, dziga_verto, director
3143, robert_flaherty, director
3144, phillip_rhee, director
3145, casey_la_scala, director
3146, 1013265-james_robinson, director
3147, pamela_yates, director
3148, michael_rubbo, director
3149, genevieve_jolliffe, director
3150, frank_tuttle, director
3151, bruce_w_smith, director
3152, don_mancini, director
3153, penek_ratanaruang, director
3154, julian_richards, director
3155, rick_stevenson, director
3158, julianna_lavin, director
3159, michael_coldewey, director
3160, michael_schultz, director
3163, leslie_greif, director
3164, james_f_robinson, director
3165, robert_z_leonard, director
3166, timothy_hutton, director
3167, lindsay_anderson, director
3168, paul_auster, director
3169, susan_muska, director
3170, george_casey, director
3171, richard_lang, director
3172, steve_carver, director
3173, bertrand_blier, director
3174, norman_panama, director
3175, othmar_schmiderer, director
3176, francesco_rosi, director
3177, jack_cardiff, director
3178, julia_query, director
3179, ida_lupino, director
3180, kenji_mizoguchi, director
3181, 1041643-david_greene, director
3182, melvin_van_peebles, director
3183, 1069974-robert_stone, director
3184, georg_wilhelm_pabst, director
3185, daniel_burman, director
3186, al_corley, director
3187, howard_morris, director
3188, pawel_pawlikowski, director
3189, brett-winn, director
3190, stan_lim, director
3191, bryan_barber, director
3192, richard_glatzer, director
3193, jay_duplass, director
3195, peter-antonijevic, director
3196, edvin_laine, director
3199, gregg_champion, director
3200, hongjin_na, director
3201, norberto_barba, director
3202, kiefer_sutherland, director
3203, jonathan_darby, director
3204, hugh_johnson, director
3205, _0282425, director
3206, akiva-schaffer, director
3207, jiri_menzel, director
3209, howard_franklin, director
3211, gianni_amelio, director
3212, 1013435-david_ross, director
3213, suri_krishnamma, director
3214, paul_warner, director
3215, franco_brusati, director
3216, abraham_polonsky, director
3217, george_franju, director
3218, michael_k_harris, director
3219, benoit_jacquot, director
3220, rolf_de_heer, director
3221, angela-pope, director
3222, andy_wilson_iv, director
3223, antonio_tibaldi, director
3224, zhang_yuan, director
3225, ralph_s_singleton, director
3226, raoul_ruiz, director
3227, eugene_corr, director
3228, leslie_goodwins, director
3229, reginald_le_borg, director
3230, philippe_mora, director
3231, 1051419-robert_gordon, director
3232, chris-menges, director
3233, tom_desimone, director
3234, _0240439, director
3235, kurt_voss, director
3236, sidney_franklin, director
3237, alain_tanner, director
3238, herk_harvey, director
3239, david_schmoeller, director
3240, luis_puenzo, director
3241, leslie_norman, director
3242, jonathan_nossiter, director
3243, jan_hrebejk, director
3244, lee_frost, director
3245, _0111656, director
3246, anthony_zerbe, director
3247, ib_melchior, director
3248, haskell_wexler, director
3249, dj_chen, director
3250, _0770474, director
3251, _0676336, director
3252, grigori_chukhraj_and_valentin_yezhov, director
3253, lew_landers, director
3254, samira_makhmalbaf, director
3255, kari_skogland, director
3256, jack-fisk, director
3257, gus_trikonis, director
3258, robert_allman, director
3259, robert_parrish, director
3260, perry_henzell, director
3262, ettore_scola, director
3263, pupi_avati, director
3264, bert_i_gordon, director
3265, deryn_warren, director
3266, kaj_munk, director
3267, 1028179-william_a_seiter, director
3269, herman_shumlin, director
3270, jack_messitt, director
3271, donna_deitch, director
3272, michael_reeves, director
3273, victor_halperin, director
3274, hank_milestone, director
3275, jackson_hunsicker, director
3276, william_keighley, director
3277, edward_cline, director
3278, charles-brabin, director
3279, theodore_j_flicker, director
3280, chico_marx, director
3281, _0138893, director
3282, jonathan_caouette, director
3283, vincent_sherman, director
3284, gunther_von_fritsch, director
3285, kaneto_shindo, director
3286, donald-cammell, director
3287, robert_epstein, director
3288, han_min_kim, director
3289, kiyoshi_kurosawa, director
3290, cedric_kahn, director
3291, 1050292-david_butler, director
3292, 1015742-michael_tucker, director
3293, charles_reisner, director
3294, hubert-sauper, director
3295, john_mallory_asher, director
3296, alex_turner_ii, director
3297, lee_daniels, director
3298, sidney_gilliat, director
3299, todd_robinson, director
3300, rachid_bouchareb, director
3302, emanuele_crialese, director
3303, tom_hooper, director
3304, george_ratliff, director
3305, phil_karlson, director
3306, preston-a-whitmore-ii, director
3307, daniele_luchetti, director
3308, 1190409-danny_jacobs, director
3310, gregor-schnitzler, director
3311, hans_canosa, director
3313, sherman_alexie, director
3315, cesc_gay, director
3316, juan_luis_iborra, director
3317, c_jay_cox, director
3318, marco-kreuzpaintner, director
3319, craig_chester, director
3322, sangok_shin, director
3323, henry_barrial, director
3324, joel_m_reed, director
3325, carlos_reygadas_barquin, director
3328, matty-rich, director
3329, tom_noonan, director
3330, chantal_akerman, director
3331, john_byrum, director
3332, ben_bolt, director
3333, sam_jones, director
3334, stephen_higgins, director
3336, noel_black, director
3337, johnny_to, director
3339, _0365131, director
3341, tom_decillo, director
3343, ben_elton, director
3344, tom_peosay, director
3345, richard_roxburgh, director
3346, yvan_attal, director
3350, james_keach, director
3351, carlo_carlei, director
3352, george_abbott, director
3353, bob_logan, director
3354, jule_dash, director
3355, tsui_pak_lam, director
3356, lynne_ramsay, director
3358, chuck-sheetz, director
3359, tim_hill_iii, director
3360, troy_beyer, director
3361, cheryl_dunye, director
3362, alain_chabat, director
3363, pauly_shore, director
3364, jeff_byrd, director
3365, tyler_perry, director
3366, mike_white, director
3367, michael_blieden, director
3368, 1180048-jonathan_levine, director
3369, frank_miller, director
3370, 10000961-jody_hill, director
3371, 1036586-chris_williams, director
3373, john_nicolella, director
3374, charles_band, director
3375, _0005401, director
3376, sam-dunn, director
3379, guillaume_canet, director
3380, 1064382-barnaby_thompson, director
3382, george-pavlou, director
3383, costa_botes, director
3384, coleman_francis, director
3385, stephen-chiodo, director
3387, bryan_gordon, director
3388, lance_young, director
3389, stephen_kijak, director
3390, _0445844, director
3391, richard_wenk, director
3392, david_moreton, director
3393, catherine_breillat, director
3394, frances_reid, director
3395, denis-villeneuve, director
3396, anne_fontaine, director
3397, malcolm_mowbray, director
3398, _0434211, director
3399, danielle_thompson, director
3400, nadine_labaki, director
3402, brett_thompson, director
3403, jerome_foulon, director
3404, joel_shumacher, director
3405, clare_peploe, director
3406, dean_murphy, director
3407, roy_boulting, director
3408, joseph_b_vasquez, director
3409, bill_krohn, director
3410, 1178907-laurent_tirard, director
3411, 1184821-joshua_michael_stern, director
3413, boris-damast, director
3415, mark_milgard, director
3417, wang_xiaoshuai, director
3418, _0576913, director
3419, agust_guomundsson, director
3420, 1181996-gary_hustwit, director
3421, nana_dzhordzhadze, director
3422, steve_gomer, director
3424, billy-hopkins, director
3425, joyce_bunuel, director
3426, ray_burdis, director
3427, craig_ferguson, director
3428, kazuyoshi_kumakiri, director
3429, charles_ruggles, director
3430, vadim_jean, director
3431, pradeep-sarkar, director
3432, klaus_haro, director
3433, richard_talmadge, director
3434, aku_louhimies, director
3435, 1127619-matthew_diamond, director
3437, lucrecia_martel, director
3438, marcelo_pineyro, director
3439, john_alan_schwartz, director
3441, patrick_lussier, director
3444, christopher_menaul, director
3445, dave_borthwick, director
3446, hal_salwen, director
3447, tim_sullivan_iii, director
3448, claude_sautet, director
3449, brothers_quay, director
3450, alex_graves, director
3451, 1047424-john_walsh, director
3452, michel_blanc, director
3453, john_suits, director
3454, theodore_witcher, director
3455, emmakate_croghan, director
3456, mohsen_makhmalbaf, director
3457, alan_rickman, director
3458, doug_ellin, director
3459, michael_oblowitz, director
3460, wojciech_has, director
3461, leos_carax, director
3462, kevin_jordan, director
3463, janusz_kaminski, director
3464, lang_elliott, director
3465, jeff_fisher, director
3466, richard_lowenstein, director
3467, ghasem-ebrahimian, director
3468, joel_oliansky, director
3469, dusan_makavejev, director
3470, tom_hunsinger, director
3471, stacy-cochran, director
3472, jeffrey_kramer, director
3473, erich_von_stroheim, director
3474, michael_showalter, director
3477, ricky_tognazzi, director
3478, lucio_fulci, director
3479, _0290371, director
3480, mariano_barroso, director
3481, dick_maas, director
3483, sandi_dubowski, director
3488, jack_couffer, director
3492, 10002677-chris_hall, director
3493, fredi_m_murer, director
3494, jan_kounen, director
3495, julia-kwan, director
3496, jeff_feuerzeig, director
3499, terence_h_winkless, director
3501, agustin_villaronga, director
3502, douglas_hickox, director
3503, noboru_iguchi, director
3505, kieron-j-walsh, director
3506, michael_edwards, director
3507, ford_beebe, director
3510, rosanna_arquette, director
3511, charles_dance, director
3513, harold_d_schuster, director
3514, david_ondaatje, director
3515, gene_wilder, director
3516, costas_mandylor, director
3517, deb_hagen, director
3518, edward_m_sedgwick, director
3519, christopher-browne, director
3520, henry_winkler, director
3524, gaspar_noe, director
3525, bryan-gunnar-cole, director
3526, elem_klimov, director
3527, robert_ramirez, director
3528, julie_bertuccelli, director
3529, jeff_gillen, director
3530, lynne-littman, director
3532, yim_ho, director
3533, edward_bernds, director
3534, hirotsugu_kawasaki, director
3535, kei-kumai, director
3536, seijun_suzuki, director
3537, yang_tuenping, director
3538, yoshifumi_kondo, director
3539, lik_chi_lee, director
3540, toshiya_fujita, director
3541, king_hu, director
3542, mika-kaurismaki, director
3543, enrique_tovar_avalos, director
3544, buichi_saito, director
3546, steve_shill, director
3550, melvin_james, director
3551, 1195077-kevin_elders, director
3552, james_l_conway, director
3553, 1167705-chris_kennedy, director
3554, bud_friedgen, director
3555, ash, director
3559, david_allen, director
3560, kevin_connor, director
3561, joe-flood, director
3566, etienne_chatiliez, director
3567, michel_negroponte, director
3568, nigel_finch, director
3569, sean-mathias, director
3570, leonid_boyko, director
3571, andrew_prendergast, director
3572, james_goldstone, director
3573, paul_ziller, director
3574, pj_castellaneta, director
3575, christy_cabanne, director
3576, malcolm_leo, director
3577, _0494467, director
3578, john-antonelli, director
3579, herschell_gordon_lewis, director
3580, laslo_benedek, director
3581, john_llewellyn_moxey, director
3582, david_beaird, director
3583, giuliano_montaldo, director
3584, jon_reiss, director
3585, mario_bava, director
3586, don__edmonds, director
3587, daniel_haller, director
3588, douglas_cheek, director
3589, olivier_ducastel, director
3590, peter_horton, director
3591, _0719348, director
3592, mike_mendez, director
3593, bruno_pesery, director
3594, bob-dahlin, director
3595, brian_d_clark, director
3596, just_jaeckin, director
3597, jean_girault, director
3598, meir_zarchi, director
3599, derek_burbidge, director
3600, w_scott_peake, director
3601, duncan-gibbins, director
3602, eugene_lourie, director
3603, john_cardos, director
3604, kurt_neumann, director
3605, bruno_bozzetto, director
3606, jon_keeyes, director
3607, jack_pollexfen, director
3608, jim_kaufman, director
3609, james_william_guercio, director
3612, michael_miller, director
3613, phil_vischer, director
3614, bruce_campbell, director
3615, francis-glebas, director
3616, christian_zubert, director
3617, thomas_jahn, director
3618, howard_hall, director
3621, jim_goddard, director
3622, brian_keith, director
3623, mark_goldblatt, director
3624, rip_torn, director
3625, william_tannen, director
3626, 1140857-mark_frost, director
3627, peter_fonda, director
3628, shigehiro_ozawa, director
3631, jan_svankmajer, director
3636, jorge_furtado, director
3638, helena_solberg, director
3640, eric-karson, director
3641, diane_kurys, director
3642, william-a-fraker, director
3643, lee_hirsch, director
3644, wiebke_von_carolsfeld, director
3645, abe_levitow, director
3646, john_rawlins, director
3647, atsuko_fukushima, director
3648, jackie_kong, director
3649, bob_smeaton, director
3650, charles_grosvenor, director
3651, andrew_cymek, director
3653, derek_jarman, director
3655, jefery_levy, director
3656, ken_olin, director
3657, blake_van_de_graaf, director
3658, alan_ball, director
3659, 1186941-jay_lee, director
3662, mitchell_lichtenstein, director
3663, daniel_sanchez_arevalo, director
3665, vic_sarin, director
3667, ladislaus_vajda, director
3670, robert_hiltzik, director
3671, tony_maylam, director
3672, bill_froehlich, director
3673, _0743962, director
